id,produto,tipo_problema,impacto,nivel_urgencia,relato
bc7b6947-33f4-4265-9e9b-b7b98664ee30,cartoes,acao_errada,financeiro,2,É inadmissível! solicito a regularização do estorno não realizado apresentado no cartão.. Exijo uma solução imediata!
8728232b-8167-4779-8141-f3ca43c24e14,pagamentos,evento,tempo_real,3,Preciso relatar que o sistema registrou pagamento não processado em um pagamento recente.. Agradeço a atenção.
45c6350f-e179-4fcb-bba0-26ee510a8093,emprestimos,acao_errada,financeiro,2,Isso é inaceitável! o banco ainda não solucionou desconto indevido referente ao empréstimo.. Estou perdendo minha paciência!
aabeb3f2-4ba1-434c-9323-96f16c07d2b2,renegociacao,estado,administrativo,1,"REVOLTANTE! desde duas semanas atras, tento resolver dívida renegociada ainda constando em aberto na renegociação.. Já registrei reclamação no consumidor.gov.br e vou acionar meu advogado!"
4230b113-4a4b-4ec0-9491-e444bd8a8c3c,renegociacao,evento,financeiro,2,"REVOLTANTE! solicitei a renegociação, porém houve pagamento da renegociação não reconhecido.. Já registrei reclamação no consumidor.gov.br e vou acionar meu advogado!"
1ec0c89f-de31-4154-bb0f-f88bf42f7132,cartoes,acao_errada,financeiro,2,"É UM ABSURDO! estou insatisfeito, pois meu cartão apresentou estorno não realizado.. VOU PROCURAR MEUS DIREITOS!"
e61ce937-2749-497e-9331-2300f72bd927,renegociacao,acao_errada,administrativo,1,Informo que identifiquei proposta de renegociação incorreta ao tentar renegociar minha dívida.. Peço providências.
a4c3f3c9-54eb-4a3b-82aa-dae93caf1c8a,pagamentos,estado,tempo_real,3,"Estou decepcionado, pois estou enfrentando dificuldades em pagamentos por causa de pagamento realizado e não compensado.. Já estou cansado dessa situação."
cf545048-b353-4921-9b40-787965d9587a,cartoes,estado,tempo_real,3,É inadmissível! o cartão está com cartão bloqueado e o atendimento não solucionou.. Exijo uma solução imediata! O sistema apresentou: tempo limite excedido ao consultar cartão.
dffb4ff2-375c-4c5f-9657-3195d74449b7,pagamentos,estado,tempo_real,3,Venho comunicar que não consigo realizar pagamentos normalmente por causa de pagamento realizado e não compensado.. Fico no aguardo. O sistema apresentou: falha na comunicação com o banco.
4f9eb391-cb8f-4657-b91f-e8097d727ea6,cartoes,estado,administrativo,1,"Mais uma vez, não consigo utilizar meu cartão corretamente por causa de limite incorreto.. Isso está me causando muitos transtornos. O sistema apresentou: não foi possível carregar os dados do cartão."
4be205ec-ed7e-4310-949e-bf9c8e5d722d,emprestimos,evento,financeiro,2,Preciso relatar que meu empréstimo foi afetado por cobrança antes do vencimento sem explicação clara.. Agradeço a atenção.
396f1ee0-bcf3-4fee-8438-eddc3bd2f7a5,pagamentos,estado,tempo_real,3,"Lamentavelmente, houve atraso no pagamento devido a pagamento pendente.. Preciso de uma solução urgente."
f1b09ea6-18a4-4980-bcf8-7f8b3b4b44e1,cartoes,evento,financeiro,2,É inadmissível! o cartão ficou indisponível após ocorrer lançamento não autorizado.. Exijo uma solução imediata!
2228b87c-d4c4-473e-8f20-5843f5b18648,pagamentos,estado,tempo_real,3,Pelo amor de Deus! identifiquei pagamento pendente ao consultar um pagamento realizado.. Vocês precisam resolver isso AGORA!
06e446a2-321a-4cbe-8492-faf8cbe308e8,renegociacao,acao_errada,administrativo,1,"O acordo de renegociação apresenta proposta de renegociação incorreta.. Sinceramente, estou muito desapontado com o atendimento."
728ed35f-bf31-4035-80e4-58c1922f4482,emprestimos,acao_errada,financeiro,2,"Lamentavelmente, meu empréstimo apresentou desconto indevido e isso está me causando dificuldades.. Preciso de uma solução urgente."
c862803e-34a1-47ae-a179-a30fbccd757c,cartoes,acao_errada,financeiro,2,REVOLTANTE! estou tendo problemas frequentes no cartão relacionados a estorno não realizado.. Já registrei reclamação no consumidor.gov.br e vou acionar meu advogado!
af8e0ac9-8fde-4e62-8de0-4689aa0ca3cf,emprestimos,evento,administrativo,1,"Informo que ao consultar meu empréstimo, identifiquei erro no contrato do empréstimo.. Peço providências."
1c49c2aa-84ea-4ab5-83c2-7a35d3bf0365,pagamentos,acao_errada,financeiro,2,O pagamento gerou transtornos por conta de cobrança duplicada.. Solicito análise.
303f395a-7b17-447f-adbb-1a0b3b6e6764,cartoes,acao_errada,financeiro,2,"Lamentavelmente, estou aguardando solução para estorno não realizado relacionado ao cartão.. Preciso de uma solução urgente."
ff27c07f-d386-419e-bb4b-f841053003af,renegociacao,estado,administrativo,1,Novamente venho relatar que o banco não resolveu parcelamento não registrado relacionado à renegociação.. Já perdi a conta de quantas vezes entrei em contato.
f500bfb1-1309-4040-8b66-8d49d3dadab9,cartoes,acao_errada,financeiro,2,É inadmissível! identifiquei estorno não realizado ao tentar utilizar o cartão.. Exijo uma solução imediata!
849c8350-5999-4d33-a946-cfbf0a7611d9,emprestimos,estado,tempo_real,3,"É inadmissível! ao consultar meu empréstimo, identifiquei empréstimo não liberado.. Exijo uma solução imediata!"
210a7978-75fd-4ca0-9857-83a98fddbaa7,renegociacao,evento,financeiro,2,Pelo amor de Deus! a renegociação foi afetada por pagamento da renegociação não reconhecido.. Vocês precisam resolver isso AGORA!
acf5c497-9f6d-4c6c-a5f2-a7e724be365e,cartoes,estado,administrativo,1,QUE FALTA DE RESPEITO! meu cartão está com limite incorreto e não consigo fazer compras.. Vou expor isso nas redes sociais!
b8b4ee2f-fd06-4f3c-a96e-ac499eb59734,cartoes,evento,tempo_real,3,Não é possível que meu cartão apresentou cartão recusado recentemente e isso está me prejudicando.! Isso não pode continuar assim!
25a079f7-997a-4411-a4fc-4edb27592413,pagamentos,evento,tempo_real,3,"Lamentavelmente, estou insatisfeito com o pagamento, pois ocorreu falha na confirmação do pagamento.. Preciso de uma solução urgente. O sistema apresentou: não foi possível processar o pagamento."
2562c7aa-499d-4f6f-8ef2-f38b48bbc707,emprestimos,evento,administrativo,1,"Estou insatisfeito com o empréstimo, pois ocorreu erro no contrato do empréstimo.. Sinceramente, estou muito desapontado com o atendimento."
d75a2265-ac06-4429-8b0c-53c2081fb44a,emprestimos,estado,tempo_real,3,É UM ABSURDO! estou aguardando retorno sobre empréstimo não liberado no empréstimo.. VOU PROCURAR MEUS DIREITOS!
8de7ed21-2a4b-4f23-a325-8f3c49158a26,emprestimos,estado,administrativo,1,"É frustrante, mas já tentei contato, mas o problema de saldo devedor incorreto no empréstimo persiste.. Não sei mais o que fazer."
ff23d6ae-9dfb-46e9-9713-18689649f79e,emprestimos,acao_errada,financeiro,2,Pelo amor de Deus! solicito uma solução para parcelas divergentes relacionado ao empréstimo.. Vocês precisam resolver isso AGORA!
78d834db-e08a-4d9c-bab4-570eccab9177,emprestimos,acao_errada,financeiro,2,Gostaria de informar que peço a regularização do parcelas divergentes no meu empréstimo.. Aguardo retorno.
a322f534-1a66-480e-8855-52e7f89a61cd,pagamentos,estado,tempo_real,3,"Estou decepcionado, pois não consigo realizar pagamentos normalmente por causa de pagamento realizado e não compensado.. Já estou cansado dessa situação."
f18a8839-328b-4a7c-83b9-2cbac057471d,cartoes,evento,tempo_real,3,"Isso é inaceitável! estou com um problema no meu cartão, pois ocorreu cartão recusado e não consigo utilizá-lo normalmente.. Estou perdendo minha paciência!"
f3af3eeb-122b-4cb4-a6e3-76a85f44572d,cartoes,acao_errada,financeiro,2,Gostaria de informar que estou tendo problemas frequentes no cartão relacionados a pagamento duplicado no cartão.. Aguardo retorno.
ebab29dc-0d1b-4d89-8c9a-b2c7fb6d49e1,emprestimos,acao_errada,financeiro,2,Informo que solicito uma solução para valor do empréstimo incorreto relacionado ao empréstimo.. Peço providências.
95455002-7887-4d2d-b758-207616abec05,pagamentos,estado,tempo_real,3,Novamente venho relatar que identifiquei pagamento realizado e não compensado ao consultar um pagamento realizado.. Já perdi a conta de quantas vezes entrei em contato.
b458794f-79a3-4820-ba02-5232cf4ff62c,cartoes,evento,financeiro,2,É inadmissível! meu cartão apresentou compra não reconhecida e isso gerou transtornos.. Exijo uma solução imediata! O sistema apresentou: falha ao processar solicitação do cartão.
107a5692-dd34-45a9-8416-0822bf9cdc64,renegociacao,estado,administrativo,1,"Lamentavelmente, o processo de renegociação está com dívida renegociada ainda constando em aberto.. Preciso de uma solução urgente."
5dd72fdb-eae9-4c6c-95d5-ce173ced669e,renegociacao,evento,financeiro,2,ISSO É UMA VERGONHA! a renegociação foi afetada por renegociação cancelada sem aviso.. Vou registrar reclamação no Procon e no Banco Central! O sistema apresentou: tempo limite excedido ao consultar dívidas.
876210d8-91e6-432f-9467-a19770faf253,cartoes,acao_errada,financeiro,2,"Mais uma vez, estou tendo problemas frequentes no cartão relacionados a pagamento duplicado no cartão.. Isso está me causando muitos transtornos."
8526b4c2-73da-4605-8863-27f52117d7db,pagamentos,evento,tempo_real,3,"Preciso relatar que estou insatisfeito com o pagamento, pois ocorreu falha na confirmação do pagamento.. Agradeço a atenção."
5773ca35-27ef-4b20-9b23-bb8cf92a064d,cartoes,acao_errada,tempo_real,3,Não é possível que identifiquei bloqueio indevido do cartão no cartão e preciso de uma solução.! Isso não pode continuar assim!
ecf3de79-3006-4668-aec6-6ee6caf267e9,cartoes,acao_errada,financeiro,2,NÃO AGUENTO MAIS! o banco ainda não resolveu o pagamento duplicado no cartão do meu cartão.. Vou entrar com ação judicial se não resolverem!
612127c7-1ead-4dbe-bd16-d7f005bcc330,pagamentos,evento,tempo_real,3,"NÃO AGUENTO MAIS! ao realizar um pagamento, identifiquei falha na confirmação do pagamento.. Vou entrar com ação judicial se não resolverem!"
bfaaeb32-a819-4aca-b273-0aa92773fe9c,cartoes,acao_errada,financeiro,2,É inadmissível! identifiquei cobrança indevida no cartão e preciso de uma solução.. Exijo uma solução imediata!
bf8694ca-3ac4-4ebc-a94f-fbd1633b882e,emprestimos,acao_errada,financeiro,2,QUE FALTA DE RESPEITO! o empréstimo gerou transtornos devido a desconto indevido.. Vou expor isso nas redes sociais!
f2b96a98-06c7-47be-aa62-2d5615a24732,emprestimos,estado,tempo_real,3,"Gostaria de informar que ao consultar meu empréstimo, identifiquei empréstimo não liberado.. Aguardo retorno."
cc6bc338-8ed4-40cd-974a-f1f03bd35da5,emprestimos,acao_errada,financeiro,2,"Não é possível que já tentei contato, mas o problema de parcelas divergentes no empréstimo persiste.! Isso não pode continuar assim!"
98d7cd1a-0c05-4c54-8bba-74ab7c634082,pagamentos,acao_errada,financeiro,2,Estou muito insatisfeito! meu pagamento não foi concluído corretamente devido a erro no estorno do pagamento.. Quero uma resposta HOJE!
3c9fdd41-4568-45ca-80b9-be5a2ddb6741,cartoes,evento,tempo_real,3,"Estou muito insatisfeito! estou insatisfeito, pois meu cartão apresentou cartão recusado.. Quero uma resposta HOJE!"
6b13bcf3-4d6d-49c3-896b-633c5ac07534,emprestimos,estado,administrativo,1,Venho comunicar que meu empréstimo está gerando dificuldades devido a saldo devedor incorreto.. Fico no aguardo.
5f45c003-1e0d-4869-9610-4e1b6b2c5218,emprestimos,acao_errada,financeiro,2,Novamente venho relatar que não consigo obter informações corretas por causa de valor do empréstimo incorreto no empréstimo.. Já perdi a conta de quantas vezes entrei em contato.
994f12ac-f7dd-4a27-a2b7-bd68a33f3891,renegociacao,evento,financeiro,2,"Lamentavelmente, a renegociação foi afetada por renegociação cancelada sem aviso.. Preciso de uma solução urgente."
cc8c9c7f-2509-402d-a02e-9c87fc3d9b6c,emprestimos,acao_errada,financeiro,2,"Mais uma vez, o valor do empréstimo está incorreto devido a valor do empréstimo incorreto.. Isso está me causando muitos transtornos."
da99a742-449e-4dbc-b1e5-ec11f0e44372,pagamentos,acao_errada,financeiro,2,"O pagamento não foi compensado corretamente devido a erro no estorno do pagamento.. Sinceramente, estou muito desapontado com o atendimento."
c074ad03-1822-477b-907d-39f54249cc52,pagamentos,evento,tempo_real,3,"É UM ABSURDO! estou insatisfeito com o pagamento, pois ocorreu pagamento não processado.. VOU PROCURAR MEUS DIREITOS! O sistema apresentou: tempo limite excedido ao processar pagamento."
9b099a4b-e6ac-42a6-8bb4-ce2e550a2ede,cartoes,acao_errada,financeiro,2,"Mais uma vez, estou enfrentando dificuldades com meu cartão devido a pagamento duplicado no cartão.. Isso está me causando muitos transtornos."
c44bf83d-048e-4ec0-91c4-9b8c708a3c6a,cartoes,acao_errada,tempo_real,3,Venho comunicar que o cartão está com bloqueio indevido do cartão e o atendimento não solucionou.. Fico no aguardo.
58424948-74c2-46de-a369-e8f6ff3bbb71,pagamentos,evento,tempo_real,3,QUE FALTA DE RESPEITO! o pagamento foi afetado por pagamento não processado.. Vou expor isso nas redes sociais!
b6e5c017-dbd5-4bd7-9f45-a4e3b0f46b99,renegociacao,evento,financeiro,2,"Lamentavelmente, desde duas semanas atras, percebi renegociação cancelada sem aviso na renegociação solicitada.. Preciso de uma solução urgente."
262277b3-5148-4b75-a7b3-29707b57dec5,emprestimos,evento,financeiro,2,"Estou decepcionado, pois o empréstimo gerou transtornos devido a cobrança antes do vencimento.. Já estou cansado dessa situação."
74e071f6-aeb8-4180-97e7-3a65f34f8819,renegociacao,evento,financeiro,2,"Mais uma vez, a renegociação não ocorreu corretamente por causa de pagamento da renegociação não reconhecido.. Isso está me causando muitos transtornos."
a199467a-4092-4399-978e-29a8d9413ab4,emprestimos,acao_errada,financeiro,2,"Identifiquei juros acima do contratado no contrato do empréstimo.. Sinceramente, estou muito desapontado com o atendimento."
76c12a7a-2938-4199-be63-7a5e9c2ac38c,renegociacao,estado,administrativo,1,Venho comunicar que o processo de renegociação está parado por conta de parcelamento não registrado.. Fico no aguardo.
00f43bf9-b806-47bd-a6cf-f95763a69951,emprestimos,acao_errada,financeiro,2,"O empréstimo apresenta inconsistências relacionadas a valor do empréstimo incorreto.. Sinceramente, estou muito desapontado com o atendimento."
60da584d-9136-4662-ae99-f1c3ea3ec578,emprestimos,acao_errada,financeiro,2,"Isso é inaceitável! ao consultar meu empréstimo, identifiquei parcelas divergentes.. Estou perdendo minha paciência!"
bc29d5ca-8056-478f-8e97-7490ee522f37,renegociacao,acao_errada,financeiro,2,"Mais uma vez, preciso de ajuda para resolver valor renegociado divergente na renegociação.. Isso está me causando muitos transtornos."
aa8f8279-2ea7-45ca-ba87-ea98d659d911,emprestimos,estado,tempo_real,3,"É frustrante, mas o banco ainda não solucionou empréstimo não liberado referente ao empréstimo.. Não sei mais o que fazer."
7f0d02e2-dd5c-437e-9eb4-c812f8b91741,renegociacao,evento,financeiro,2,Isso é inaceitável! a renegociação não ocorreu corretamente por causa de pagamento da renegociação não reconhecido.. Estou perdendo minha paciência!
1230d59c-5e03-47d7-93ef-e237498a7eb6,pagamentos,acao_errada,financeiro,2,"É frustrante, mas o pagamento apresentou inconsistência relacionada a cobrança duplicada.. Não sei mais o que fazer."
bfd4c5b7-080c-4d5f-ab0f-4a2bcf036b68,emprestimos,acao_errada,financeiro,2,Identifiquei parcelas divergentes no contrato do empréstimo.. Solicito análise.
70e6f9de-4378-4ca7-a402-c65609c68f4c,renegociacao,acao_errada,administrativo,1,"Preciso de ajuda para resolver proposta de renegociação incorreta na renegociação.. Sinceramente, estou muito desapontado com o atendimento."
1ffaf844-334c-43a1-b97b-8facbe6bdc40,pagamentos,evento,tempo_real,3,REVOLTANTE! o pagamento gerou transtornos por conta de falha na confirmação do pagamento.. Já registrei reclamação no consumidor.gov.br e vou acionar meu advogado!
a9880e70-9dc7-47c6-b1b7-458fb472d03d,cartoes,acao_errada,financeiro,2,Venho comunicar que não consigo utilizar meu cartão corretamente por causa de estorno não realizado.. Fico no aguardo.
a4a65cf3-884d-4053-a170-68a31e97e0da,pagamentos,estado,tempo_real,3,Estou muito insatisfeito! o banco ainda não resolveu pagamento realizado e não compensado em um pagamento.. Quero uma resposta HOJE! O sistema apresentou: serviço de pagamentos temporariamente indisponível.
39e1b7d9-e705-4c66-aa65-9247d531ee79,cartoes,estado,tempo_real,3,"Infelizmente, não consigo utilizar meu cartão corretamente por causa de cartão bloqueado.. Espero que resolvam dessa vez. O sistema apresentou: erro ao tentar desbloquear cartão."
73af361c-7330-4563-a559-1f6146dcf071,pagamentos,acao_errada,financeiro,2,Não é possível que estou enfrentando dificuldades em pagamentos por causa de erro no estorno do pagamento.! Isso não pode continuar assim!
1a55815f-e0a2-457a-aeb6-8d55efb3ea35,cartoes,acao_errada,financeiro,2,"Estou decepcionado, pois o cartão está com estorno não realizado e o atendimento não solucionou.. Já estou cansado dessa situação."
8c64fb21-ece2-4cdf-b0ee-fc2953b5dbeb,renegociacao,estado,administrativo,1,"Desde alguns dias, percebi parcelamento não registrado na renegociação solicitada.. Sinceramente, estou muito desapontado com o atendimento."
5091237a-9738-4ee2-9778-b824a36d23db,renegociacao,evento,administrativo,1,"Pelo amor de Deus! solicitei a renegociação, porém houve renegociação não aplicada.. Vocês precisam resolver isso AGORA!"
054d900e-089b-45b2-abd1-8ed8347c703c,pagamentos,acao_errada,financeiro,2,"Infelizmente, estou enfrentando dificuldades em pagamentos por causa de pagamento para destinatário errado.. Espero que resolvam dessa vez."
57c364bb-3f93-473d-a9e7-94164fc25c55,cartoes,estado,tempo_real,3,Novamente venho relatar que o cartão está com cartão bloqueado e o atendimento não solucionou.. Já perdi a conta de quantas vezes entrei em contato.
da18e6e4-4522-4867-bd4e-96f08cc8d8a7,pagamentos,estado,tempo_real,3,Isso é inaceitável! houve atraso no pagamento devido a pagamento realizado e não compensado.. Estou perdendo minha paciência!
54d9847d-69b8-4b5b-875c-a01bb80fae84,cartoes,acao_errada,financeiro,2,REVOLTANTE! estou tendo problemas frequentes no cartão relacionados a pagamento duplicado no cartão.. Já registrei reclamação no consumidor.gov.br e vou acionar meu advogado!
1be79f8b-72dd-4692-86ef-861142b4bf7d,pagamentos,acao_errada,financeiro,2,NÃO AGUENTO MAIS! preciso de ajuda para resolver cobrança duplicada em um pagamento.. Vou entrar com ação judicial se não resolverem!
6c78dd4f-f596-469b-9e04-5f2a9a6a7cfc,cartoes,evento,financeiro,2,"É UM ABSURDO! estou insatisfeito, pois meu cartão apresentou lançamento não autorizado.. VOU PROCURAR MEUS DIREITOS!"
f2a96949-d00c-44ca-bf42-fdf1a038085a,pagamentos,evento,tempo_real,3,NÃO AGUENTO MAIS! o pagamento foi afetado por falha na confirmação do pagamento.. Vou entrar com ação judicial se não resolverem!
b9e5fcfa-23d4-4091-8697-0a564a7cf061,pagamentos,estado,tempo_real,3,Informo que estou enfrentando dificuldades em pagamentos por causa de pagamento realizado e não compensado.. Peço providências.
8556cf5e-5814-498e-baa5-e631c758a610,cartoes,acao_errada,financeiro,2,Preciso relatar que meu cartão apresentou estorno não realizado e isso gerou transtornos.. Agradeço a atenção.
4a4f279e-06d4-42dc-ba05-7eb959ba052d,cartoes,acao_errada,financeiro,2,Informo que preciso de ajuda para resolver cobrança indevida no cartão.. Peço providências.
0d9c33fe-2fb4-4961-b756-f5d69d731192,pagamentos,evento,tempo_real,3,"Venho comunicar que ao realizar um pagamento, identifiquei pagamento não processado.. Fico no aguardo. O sistema apresentou: não foi possível processar o pagamento."
940f66f4-9738-4928-8b42-eef9f40c0011,emprestimos,evento,administrativo,1,Não é possível que meu empréstimo foi afetado por erro no contrato do empréstimo sem explicação clara.! Isso não pode continuar assim!
1a992a3b-c0eb-45a7-a5cb-689216f3996e,emprestimos,acao_errada,financeiro,2,É UM ABSURDO! o valor do empréstimo está incorreto devido a parcelas divergentes.. VOU PROCURAR MEUS DIREITOS!
2284b6bf-e80b-4616-8d5b-4cd8d09c1249,pagamentos,estado,tempo_real,3,"Estou decepcionado, pois o pagamento não foi compensado corretamente devido a pagamento realizado e não compensado.. Já estou cansado dessa situação."
d3f6ede2-bcae-4847-a5d7-6e5d3437e418,cartoes,evento,tempo_real,3,Pelo amor de Deus! o cartão apresentou erro recorrente de cartão recusado.. Vocês precisam resolver isso AGORA! O sistema apresentou: serviço de cartões temporariamente indisponível.
9ea6326d-7d44-4cc6-983c-b416a4047e54,pagamentos,acao_errada,financeiro,2,"Estou decepcionado, pois preciso de ajuda para resolver pagamento para destinatário errado em um pagamento.. Já estou cansado dessa situação."
0d5cec7d-2a42-4c76-a2a8-ce4d33c56013,cartoes,acao_errada,financeiro,2,É inadmissível! meu cartão apresentou cobrança indevida recentemente e isso está me prejudicando.. Exijo uma solução imediata!
8f8c9099-96b8-4aec-bc81-af9e58d681e4,cartoes,estado,tempo_real,3,"Mais uma vez, meu cartão está com cartão bloqueado e não consigo fazer compras.. Isso está me causando muitos transtornos."
65b0072b-26c8-4175-8eef-e8e6a7ec7c31,emprestimos,acao_errada,financeiro,2,Gostaria de informar que o empréstimo não está conforme o contratado por causa de juros acima do contratado.. Aguardo retorno.
d0547d79-17b1-4ae1-b043-da5e153406c7,cartoes,acao_errada,tempo_real,3,É inadmissível! não consigo utilizar meu cartão corretamente por causa de bloqueio indevido do cartão.. Exijo uma solução imediata!
2d7f31be-bdd0-4e87-a856-bc1710b98468,cartoes,acao_errada,financeiro,2,"REVOLTANTE! desde duas semanas atras, tento resolver cobrança indevida no cartão sem sucesso.. Já registrei reclamação no consumidor.gov.br e vou acionar meu advogado!"
6a86dc9b-916a-4d0e-8865-20bbbaa5526b,pagamentos,evento,tempo_real,3,NÃO AGUENTO MAIS! o pagamento apresentou falhas recorrentes de falha na confirmação do pagamento.. Vou entrar com ação judicial se não resolverem!
bea94811-754e-45a0-8b15-9c54336d7960,pagamentos,acao_errada,financeiro,2,Informo que o pagamento foi afetado por erro no estorno do pagamento.. Peço providências.
63e42d37-4188-4994-8380-a6f1577ae367,cartoes,estado,administrativo,1,Pelo amor de Deus! estou tendo problemas frequentes no cartão relacionados a limite incorreto.. Vocês precisam resolver isso AGORA!
06f77834-0b0b-4ae7-bd91-66db12f9b22a,cartoes,acao_errada,financeiro,2,É UM ABSURDO! o banco ainda não resolveu o cobrança indevida do meu cartão.. VOU PROCURAR MEUS DIREITOS!
1145d38d-ee10-4345-bf40-ab735b948b59,emprestimos,acao_errada,financeiro,2,É UM ABSURDO! o empréstimo apresentou falhas causadas por desconto indevido.. VOU PROCURAR MEUS DIREITOS!
54e666b3-f550-4c53-bead-a80e9a2bf70a,cartoes,evento,financeiro,2,"Meu cartão apresentou lançamento não autorizado e isso gerou transtornos.. Sinceramente, estou muito desapontado com o atendimento."
6fef0fbf-feed-4cab-a74b-eac601f45b89,pagamentos,estado,tempo_real,3,"QUE FALTA DE RESPEITO! desde duas semanas atras, aguardo solução para pagamento pendente no pagamento.. Vou expor isso nas redes sociais!"
ecdc71a8-95d5-413f-adbb-5924e2458cd2,cartoes,evento,tempo_real,3,REVOLTANTE! o cartão ficou indisponível após ocorrer cartão recusado.. Já registrei reclamação no consumidor.gov.br e vou acionar meu advogado!
056f1a65-9685-4081-850e-cd1941ed7b95,emprestimos,acao_errada,financeiro,2,Informo que identifiquei parcelas divergentes no contrato do empréstimo.. Peço providências.
b01150c0-bb0d-48ab-99a0-e5a904a97f3e,emprestimos,estado,tempo_real,3,"Infelizmente, estou com dificuldades para lidar com o empréstimo por causa de empréstimo não liberado.. Espero que resolvam dessa vez."
084d0a95-421c-4f6e-9a76-45bc63095954,pagamentos,evento,tempo_real,3,ISSO É UMA VERGONHA! o pagamento foi afetado por falha na confirmação do pagamento.. Vou registrar reclamação no Procon e no Banco Central!
79d160e8-b7cd-4585-a68e-ff542ad42bd1,pagamentos,acao_errada,financeiro,2,Não é possível que o pagamento gerou transtornos por conta de erro no estorno do pagamento.! Isso não pode continuar assim!
